,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,cLI,Streak,Orig. Scheduled,Year
47,"Monday, May 24",STL,@,CHW,L,1.0,5.0,9.0,26-21,1.0,up 1.5,Lynn,Kim,None,3:14,N,1.31,-2,,2021
48,"Tuesday, May 25",STL,@,CHW,L,3.0,8.0,9.0,26-22,1.0,up 0.5,Giolito,Flaherty,Hendriks,3:23,N,1.29,-3,,2021
49,"Wednesday, May 26",STL,@,CHW,W,4.0,0.0,9.0,27-22,1.0,up 0.5,Gant,Rodón,None,3:19,D,1.33,1,,2021
50,"Thursday, May 27",STL,@,ARI,W,5.0,4.0,10.0,28-22,1.0,up 0.5,Reyes,Crichton,Ponce de Leon,3:28,N,1.28,2,,2021
51,"Friday, May 28",STL,@,ARI,W,8.0,6.0,9.0,29-22,1.0,up 0.5,Woodford,Bumgarner,Ponce de Leon,3:28,N,1.33,3,,2021
52,"Saturday, May 29",STL,@,ARI,W,7.0,4.0,9.0,30-22,1.0,up 0.5,Wainwright,Frankoff,Reyes,3:24,N,1.34,4,,2021
53,"Sunday, May 30",STL,@,ARI,L,2.0,9.0,9.0,30-23,1.0,up 0.5,Peacock,Kim,Smith,2:59,D,1.30,-1,,2021
54,"Monday, May 31",STL,@,LAD,L,4.0,9.0,9.0,30-24,2.0,0.5,Bauer,Helsley,None,3:17,N,1.41,-2,,2021
55,"Tuesday, Jun 1",STL,@,LAD,W,3.0,2.0,9.0,31-24,2.0,0.5,Gallegos,Treinen,Reyes,3:33,N,1.37,1,,2021
56,"Wednesday, Jun 2",STL,@,LAD,L,3.0,14.0,9.0,31-25,2.0,1.5,Buehler,Martínez,None,3:16,N,1.39,-1,,2021
57,"Thursday, Jun 3",STL,Home,CIN,L,2.0,4.0,9.0,31-26,2.0,1.5,Gutierrez,Wainwright,Sims,3:07,N,1.40,-2,,2021
58,"Friday, Jun 4",STL,Home,CIN,L,4.0,6.0,9.0,31-27,3.0,1.5,Castillo,Kim,Feliz,3:26,N,1.42,-3,,2021
59,"Saturday, Jun 5",STL,Home,CIN,L,2.0,5.0,9.0,31-28,3.0,1.5,Mahle,Helsley,Sims,3:06,D,1.35,-4,,2021
60,"Sunday, Jun 6",STL,Home,CIN,L,7.0,8.0,9.0,31-29,3.0,2.5,Hembree,Reyes,Sims,3:50,D,1.33,-5,,2021
61,"Tuesday, Jun 8",STL,Home,CLE,L,1.0,10.0,9.0,31-30,3.0,3.5,Bieber,Martínez,None,3:10,N,1.09,-6,,2021
62,"Wednesday, Jun 9",STL,Home,CLE,W,8.0,2.0,9.0,32-30,3.0,3.0,Wainwright,Mejía,None,2:59,N,1.04,1,,2021
63,"Friday, Jun 11",STL,@,CHC,L,5.0,8.0,9.0,32-31,3.0,4.0,Nance,Cabrera,Kimbrel,3:04,D,1.33,-1,,2021
64,"Saturday, Jun 12",STL,@,CHC,L,2.0,7.0,9.0,32-32,3.0,5.0,Hendricks,Gant,Kimbrel,3:19,N,1.19,-2,,2021
65,"Sunday, Jun 13",STL,@,CHC,L,0.0,2.0,9.0,32-33,4.0,6.0,Davies,Martínez,Kimbrel,2:34,N,1.08,-3,,2021
66,"Monday, Jun 14",STL,Home,MIA,W,4.0,2.0,9.0,33-33,4.0,5.0,Gallegos,Floro,Reyes,3:02,N,.79,1,,2021
67,"Tuesday, Jun 15",STL,Home,MIA,W-wo,2.0,1.0,9.0,34-33,4.0,4.0,Reyes,García,None,2:54,N,.85,2,,2021
68,"Wednesday, Jun 16",STL,Home,MIA,W-wo,1.0,0.0,9.0,35-33,4.0,3.0,Helsley,Alcantara,None,2:40,D,.93,3,,2021
69,"Thursday, Jun 17",STL,@,ATL,L,0.0,4.0,9.0,35-34,4.0,4.0,Morton,Gant,None,2:54,N,1.01,-1,,2021
70,"Friday, Jun 18",STL,@,ATL,L,1.0,9.0,9.0,35-35,4.0,4.0,Fried,Martínez,None,2:51,N,1.00,-2,,2021
71,"Sunday, Jun 20 (1)",STL,@,ATL,W,9.0,1.0,7.0,36-35,3.0,4.0,Wainwright,Wilson,None,2:16,D,.98,1,2021-06-19 (Rain),2021
72,"Sunday, Jun 20 (2)",STL,@,ATL,L,0.0,1.0,7.0,36-36,3.0,4.0,Smyly,Kim,Smith,1:58,N,1.02,-1,,2021
73,"Tuesday, Jun 22",STL,@,DET,L,2.0,8.0,9.0,36-37,4.0,4.5,Funkhouser,Oviedo,None,3:13,N,.99,-2,,2021
74,"Wednesday, Jun 23",STL,@,DET,L,2.0,6.0,9.0,36-38,4.0,5.5,Manning,Gant,None,3:12,D,.84,-3,,2021
75,"Thursday, Jun 24",STL,Home,PIT,L,2.0,8.0,9.0,36-39,4.0,6.0,Kuhl,Martínez,None,3:10,N,.73,-4,,2021
76,"Friday, Jun 25",STL,Home,PIT,L,4.0,5.0,9.0,36-40,4.0,7.0,Crowe,Woodford,Rodríguez,3:46,N,.64,-5,,2021
77,"Saturday, Jun 26",STL,Home,PIT,W,3.0,1.0,9.0,37-40,4.0,7.0,Wainwright,Brubaker,Reyes,2:56,D,.56,1,,2021
78,"Sunday, Jun 27",STL,Home,PIT,L,2.0,7.0,9.0,37-41,4.0,8.0,Kranick,Oviedo,None,2:53,D,.61,-1,,2021
79,"Monday, Jun 28",STL,Home,ARI,W,7.0,1.0,9.0,38-41,4.0,8.0,Gallegos,Young,None,3:33,N,.52,1,,2021
80,"Tuesday, Jun 29",STL,Home,ARI,W,3.0,2.0,9.0,39-41,4.0,8.0,Martínez,Smith,Reyes,3:11,N,.56,2,,2021
81,"Wednesday, Jun 30",STL,Home,ARI,W,7.0,4.0,9.0,40-41,3.0,8.0,Kim,Smith,Reyes,3:20,D,.62,3,,2021
82,"Thursday, Jul 1",STL,@,COL,L-wo,2.0,5.0,9.0,40-42,4.0,9.0,Bard,Gallegos,None,2:47,N,.69,-1,,2021
83,"Friday, Jul 2",STL,@,COL,W,9.0,3.0,10.0,41-42,4.0,9.0,Reyes,Almonte,None,3:50,N,.59,1,,2021
84,"Saturday, Jul 3",STL,@,COL,L,2.0,3.0,9.0,41-43,4.0,10.0,Chacín,Cabrera,Bard,3:23,N,.61,-1,,2021
85,"Sunday, Jul 4",STL,@,COL,L-wo,2.0,3.0,9.0,41-44,4.0,10.0,Lawrence,Reyes,None,3:16,D,.56,-2,,2021
86,"Monday, Jul 5",STL,@,SFG,W,5.0,3.0,9.0,42-44,4.0,9.0,Kim,Gausman,None,3:04,D,.51,1,,2021
87,"Tuesday, Jul 6",STL,@,SFG,W,6.0,5.0,9.0,43-44,3.0,8.5,Wainwright,Cueto,Miller,3:28,N,.63,2,,2021
88,"Wednesday, Jul 7",STL,@,SFG,L,2.0,5.0,9.0,43-45,4.0,9.0,Wood,Oviedo,McGee,3:07,N,.69,-1,,2021
89,"Friday, Jul 9",STL,@,CHC,L,5.0,10.0,9.0,43-46,4.0,9.5,Hendricks,LeBlanc,None,3:57,D,.62,-2,,2021
90,"Saturday, Jul 10",STL,@,CHC,W,6.0,0.0,9.0,44-46,3.0,8.5,Kim,Davies,None,3:32,N,.57,1,,2021
91,"Friday, Jul 16",STL,Home,SFG,L,2.0,7.0,9.0,44-47,4.0,9.0,Jackson,Wainwright,None,3:22,N,.63,-1,,2021
92,"Saturday, Jul 17",STL,Home,SFG,W,3.0,1.0,9.0,45-47,4.0,9.0,Kim,DeSclafani,Reyes,2:36,N,.51,1,,2021
93,"Sunday, Jul 18",STL,Home,SFG,W,2.0,1.0,9.0,46-47,3.0,9.0,Cabrera,Brebbia,Reyes,3:02,D,.52,2,,2021
94,"Monday, Jul 19",STL,Home,CHC,W,8.0,3.0,9.0,47-47,3.0,8.5,Woodford,Mills,None,3:00,N,.68,3,,2021
95,"Tuesday, Jul 20",STL,Home,CHC,L,6.0,7.0,9.0,47-48,3.0,8.5,Maples,Reyes,Kimbrel,3:43,N,.70,-1,,2021
96,"Wednesday, Jul 21",STL,Home,CHC,W-wo,3.0,2.0,10.0,48-48,3.0,7.5,McFarland,Kimbrel,None,4:09,N,.72,1,,2021
97,"Thursday, Jul 22",STL,Home,CHC,W,3.0,2.0,9.0,49-48,3.0,7.0,Kim,Alzolay,Reyes,2:49,N,.81,2,,2021
98,"Friday, Jul 23",STL,@,CIN,L,5.0,6.0,9.0,49-49,3.0,8.0,Brach,Gallegos,Hembree,3:43,N,.95,-1,,2021
99,"Saturday, Jul 24",STL,@,CIN,L,3.0,5.0,9.0,49-50,3.0,9.0,Castillo,Woodford,Hembree,2:55,N,.82,-2,,2021
100,"Sunday, Jul 25",STL,@,CIN,W,10.0,6.0,9.0,50-50,3.0,8.0,Helsley,Gray,None,4:04,D,.65,1,,2021
101,"Tuesday, Jul 27",STL,@,CLE,W,4.0,2.0,9.0,51-50,3.0,8.0,Wainwright,Shaw,Reyes,2:51,N,.76,2,,2021
102,"Wednesday, Jul 28",STL,@,CLE,L,2.0,7.0,9.0,51-51,3.0,9.0,Plesac,Kim,None,3:08,D,.74,-1,,2021
103,"Friday, Jul 30",STL,Home,MIN,W,5.0,1.0,9.0,52-51,3.0,9.5,Helsley,Duffey,None,2:45,N,.58,1,,2021
104,"Saturday, Jul 31",STL,Home,MIN,L,1.0,8.0,9.0,52-52,3.0,9.5,Alcala,Woodford,None,2:58,N,.64,-1,,2021
105,"Sunday, Aug 1",STL,Home,MIN,W,7.0,3.0,9.0,53-52,3.0,9.5,Wainwright,Pineda,None,3:01,D,.58,1,,2021
106,"Tuesday, Aug 3",STL,Home,ATL,L,1.0,6.0,9.0,53-53,3.0,10.0,Fried,Lester,None,2:39,N,.55,-1,,2021
107,"Wednesday, Aug 4",STL,Home,ATL,L,4.0,7.0,9.0,53-54,3.0,11.0,Martin,Gallegos,Smith,3:28,N,.50,-2,,2021
108,"Thursday, Aug 5",STL,Home,ATL,L,4.0,8.0,9.0,53-55,3.0,11.5,Santana,Gallegos,None,3:30,N,.41,-3,,2021
109,"Friday, Aug 6",STL,Home,KCR,W,4.0,2.0,9.0,54-55,3.0,11.5,Wainwright,Minor,Reyes,2:49,N,.29,1,,2021
110,"Saturday, Aug 7",STL,Home,KCR,W,5.0,2.0,9.0,55-55,3.0,10.5,García,Keller,Gallegos,3:07,N,.33,2,,2021
111,"Sunday, Aug 8",STL,Home,KCR,L,5.0,6.0,9.0,55-56,3.0,10.5,Barlow,Reyes,Lovelady,3:43,D,.40,-1,,2021
112,"Tuesday, Aug 10",STL,@,PIT,W,4.0,1.0,9.0,56-56,3.0,11.0,Happ,Brault,Reyes,2:51,N,.32,1,,2021
113,"Wednesday, Aug 11",STL,@,PIT,W,4.0,0.0,9.0,57-56,3.0,11.0,Wainwright,Crowe,None,2:52,N,.34,2,,2021
114,"Thursday, Aug 12",STL,@,PIT,W,7.0,6.0,9.0,58-56,3.0,11.0,McFarland,Brubaker,Reyes,3:39,D,.36,3,,2021
115,"Friday, Aug 13",STL,@,KCR,W,6.0,0.0,9.0,59-56,3.0,10.5,Flaherty,Minor,None,3:08,N,.44,4,,2021
116,"Saturday, Aug 14",STL,@,KCR,W,9.0,4.0,9.0,60-56,3.0,10.0,Lester,Keller,None,3:25,N,.50,5,,2021
117,"Sunday, Aug 15",STL,@,KCR,W,7.0,2.0,9.0,61-56,3.0,10.0,Happ,Bubic,None,3:04,D,.65,6,,2021
118,"Tuesday, Aug 17",STL,Home,MIL,L,0.0,2.0,9.0,61-57,3.0,11.0,Burnes,Wainwright,Hader,3:15,N,.75,-1,,2021
119,"Wednesday, Aug 18",STL,Home,MIL,L,4.0,6.0,10.0,61-58,3.0,12.0,Hader,Reyes,Williams,4:03,N,.62,-2,,2021
120,"Thursday, Aug 19",STL,Home,MIL,W,8.0,4.0,9.0,62-58,3.0,11.0,Fernández,Woodruff,None,3:21,N,.52,1,,2021
121,"Friday, Aug 20",STL,Home,PIT,L,0.0,4.0,9.0,62-59,3.0,11.0,Keller,Mikolas,None,2:54,N,.57,-1,,2021
122,"Saturday, Aug 21",STL,Home,PIT,L,4.0,5.0,9.0,62-60,3.0,12.0,Shreve,Cabrera,Bednar,3:25,N,.48,-2,,2021
123,"Sunday, Aug 22",STL,Home,PIT,W,3.0,0.0,9.0,63-60,3.0,12.0,Wainwright,Brault,Reyes,2:55,D,.36,1,,2021
124,"Tuesday, Aug 24",STL,Home,DET,L,3.0,4.0,9.0,63-61,3.0,13.0,Mize,Flaherty,Fulmer,3:13,N,.37,-1,,2021
125,"Wednesday, Aug 25",STL,Home,DET,W-wo,3.0,2.0,10.0,64-61,3.0,13.0,McFarland,Fulmer,None,3:20,D,.37,1,,2021
126,"Thursday, Aug 26",STL,@,PIT,L,7.0,11.0,9.0,64-62,3.0,13.0,Kuhl,Cabrera,None,3:07,N,.49,-1,,2021
127,"Friday, Aug 27",STL,@,PIT,W,4.0,3.0,9.0,65-62,3.0,12.0,Happ,Peters,Reyes,3:18,N,.41,1,,2021
128,"Saturday, Aug 28",STL,@,PIT,W,13.0,0.0,9.0,66-62,3.0,11.0,Wainwright,Brault,None,3:45,N,.43,2,,2021
129,"Sunday, Aug 29",STL,@,PIT,L-wo,3.0,4.0,9.0,66-63,3.0,12.0,Stratton,Reyes,None,3:00,D,.56,-1,,2021
130,"Monday, Aug 30",STL,@,CIN,W,3.0,1.0,9.0,67-63,3.0,12.0,Lester,Castillo,Gallegos,2:47,N,.80,1,,2021
131,"Wednesday, Sep 1 (1)",STL,@,CIN,W,5.0,4.0,7.0,68-63,3.0,13.0,Cabrera,Miley,Gallegos,2:20,D,.83,2,2021-08-31 (Rain),2021
132,"Wednesday, Sep 1 (2)",STL,@,CIN,L,2.0,12.0,7.0,68-64,3.0,13.0,Gray,Happ,None,2:48,N,.98,-1,,2021
133,"Friday, Sep 3",STL,@,MIL,W,15.0,4.0,9.0,69-64,3.0,11.5,Wainwright,Peralta,None,3:24,N,.65,1,,2021
134,"Saturday, Sep 4",STL,@,MIL,L,0.0,4.0,9.0,69-65,3.0,12.5,Houser,Kim,None,2:26,N,.83,-1,,2021
135,"Sunday, Sep 5",STL,@,MIL,L-wo,5.0,6.0,9.0,69-66,3.0,13.5,Sánchez,Reyes,None,4:08,D,.69,-2,,2021
136,"Monday, Sep 6",STL,Home,LAD,L,1.0,5.0,9.0,69-67,3.0,13.5,Scherzer,Mikolas,None,2:37,D,.53,-3,,2021
137,"Tuesday, Sep 7",STL,Home,LAD,L,2.0,7.0,9.0,69-68,3.0,14.5,Vesia,Happ,None,3:06,N,.48,-4,,2021
138,"Wednesday, Sep 8",STL,Home,LAD,W,5.0,4.0,9.0,70-68,3.0,14.5,Wainwright,White,Gallegos,2:35,N,.40,1,,2021
139,"Thursday, Sep 9",STL,Home,LAD,W,2.0,1.0,9.0,71-68,3.0,14.0,Reyes,Bickford,Gallegos,2:56,D,.52,2,,2021
140,"Friday, Sep 10",STL,Home,CIN,L,2.0,4.0,9.0,71-69,3.0,15.0,Lorenzen,McFarland,Givens,2:43,N,.84,-1,,2021
141,"Saturday, Sep 11",STL,Home,CIN,W,6.0,4.0,9.0,72-69,3.0,15.0,Reyes,Sims,Gallegos,2:44,N,.69,1,,2021
142,"Sunday, Sep 12",STL,Home,CIN,W,2.0,0.0,9.0,73-69,3.0,15.0,Happ,Gray,Gallegos,2:35,D,.98,2,,2021
143,"Monday, Sep 13",STL,@,NYM,W,7.0,0.0,9.0,74-69,3.0,14.5,Wainwright,Hill,None,3:41,N,.96,3,,2021
144,"Tuesday, Sep 14",STL,@,NYM,W,7.0,6.0,11.0,75-69,2.0,13.5,Reyes,Reed,Kim,4:34,N,1.16,4,,2021
145,"Wednesday, Sep 15",STL,@,NYM,W,11.0,4.0,9.0,76-69,2.0,12.5,Lester,Megill,None,3:34,N,1.35,5,,2021
146,"Friday, Sep 17",STL,Home,SDP,W,8.0,2.0,9.0,77-69,2.0,12.5,Mikolas,Velasquez,None,3:13,N,1.97,6,,2021
147,"Saturday, Sep 18",STL,Home,SDP,W,3.0,2.0,9.0,78-69,2.0,12.5,Miller,Pagán,Gallegos,2:59,N,1.93,7,,2021
148,"Sunday, Sep 19",STL,Home,SDP,W,8.0,7.0,9.0,79-69,2.0,11.5,Reyes,Arrieta,Gallegos,3:16,D,1.89,8,,2021
149,"Monday, Sep 20",STL,@,MIL,W,5.0,2.0,9.0,80-69,2.0,10.5,Lester,Peralta,García,2:43,N,1.12,9,,2021
150,"Tuesday, Sep 21",STL,@,MIL,W,2.0,1.0,9.0,81-69,2.0,9.5,Woodford,Woodruff,Gallegos,3:24,N,.97,10,,2021
151,"Wednesday, Sep 22",STL,@,MIL,W,10.0,2.0,9.0,82-69,2.0,8.5,Mikolas,Anderson,None,2:57,N,.57,11,,2021
152,"Thursday, Sep 23",STL,@,MIL,W,8.0,5.0,9.0,83-69,2.0,7.5,McFarland,Ashby,Gallegos,3:31,D,.38,12,,2021
153,"Friday, Sep 24 (1)",STL,@,CHC,W,8.0,5.0,7.0,84-69,2.0,7.0,Reyes,Steele,Gallegos,2:39,D,.18,13,2021-07-11 (Inclement Weather),2021
154,"Friday, Sep 24 (2)",STL,@,CHC,W,12.0,4.0,7.0,85-69,2.0,7.0,Hudson,Davies,None,2:41,N,.11,14,,2021
155,"Saturday, Sep 25",STL,@,CHC,W,8.0,5.0,9.0,86-69,2.0,7.0,Kim,Heuer,None,3:18,D,.07,15,,2021
156,"Sunday, Sep 26",STL,@,CHC,W,4.0,2.0,9.0,87-69,2.0,7.0,Cabrera,Heuer,Gallegos,3:36,D,.05,16,,2021
157,"Tuesday, Sep 28",STL,Home,MIL,W,6.0,2.0,9.0,88-69,2.0,6.0,Wainwright,Gustave,None,2:54,N,.03,17,,2021
158,"Wednesday, Sep 29",STL,Home,MIL,L,0.0,4.0,9.0,88-70,2.0,7.0,Houser,Mikolas,None,2:48,N,.03,-1,,2021
159,"Thursday, Sep 30",STL,Home,MIL,W,4.0,3.0,9.0,89-70,2.0,6.0,Happ,Sánchez,García,2:41,D,.02,1,,2021
160,"Friday, Oct 1",STL,Home,CHC,W-wo,4.0,3.0,9.0,90-70,2.0,5.0,Gallegos,Nance,None,3:25,N,.03,2,,2021
161,"Saturday, Oct 2",STL,Home,CHC,L,5.0,6.0,9.0,90-71,2.0,5.0,Adam,García,Wick,3:25,N,.05,-1,,2021
162,"Sunday, Oct 3",STL,Home,CHC,L,2.0,3.0,7.0,90-72,2.0,5.0,Biagini,Woodford,None,2:11,D,.03,-2,,2021
1,"Thursday, Mar 28",STL,@,MIL,L,4.0,5.0,9.0,0-1,4.0,1.0,Chacín,Mikolas,Hader,2:36,D,1.10,-1,,2019
2,"Friday, Mar 29",STL,@,MIL,W,9.0,5.0,9.0,1-1,3.0,0.5,Gant,Williams,None,3:41,N,1.01,1,,2019
3,"Saturday, Mar 30",STL,@,MIL,L,2.0,4.0,9.0,1-2,4.0,1.0,Woodruff,Hudson,Hader,3:07,N,1.05,-1,,2019
4,"Sunday, Mar 31",STL,@,MIL,L-wo,4.0,5.0,9.0,1-3,5.0,2.0,Barnes,Hicks,None,2:54,D,1.03,-2,,2019
5,"Monday, Apr 1",STL,@,PIT,W,6.0,5.0,11.0,2-3,2.0,2.0,Hicks,Brault,Gant,4:50,D,.96,1,,2019
6,"Wednesday, Apr 3",STL,@,PIT,W,5.0,4.0,10.0,3-3,2.0,2.5,Gant,Burdi,Hudson,3:30,N,1.04,2,,2019
7,"Friday, Apr 5",STL,Home,SDP,L,3.0,5.0,9.0,3-4,3.0,3.5,Stock,Reyes,Yates,2:54,D,.95,-1,2019-04-04 (Rain),2019
8,"Saturday, Apr 6",STL,Home,SDP,L,4.0,6.0,9.0,3-5,3.0,3.5,Wisler,Miller,Yates,3:37,D,.93,-2,,2019
9,"Sunday, Apr 7",STL,Home,SDP,W,4.0,1.0,9.0,4-5,3.0,3.5,Wainwright,Strahm,Hicks,3:08,D,.89,1,,2019
10,"Monday, Apr 8",STL,Home,LAD,W,4.0,3.0,9.0,5-5,3.0,2.5,Mikolas,Kelly,Hicks,2:41,N,.91,2,,2019
11,"Tuesday, Apr 9",STL,Home,LAD,W,4.0,0.0,9.0,6-5,2.0,1.5,Brebbia,Stripling,None,3:17,N,.98,3,,2019
12,"Wednesday, Apr 10",STL,Home,LAD,W,7.0,2.0,9.0,7-5,2.0,0.5,Flaherty,Maeda,None,2:52,N,1.03,4,,2019
13,"Thursday, Apr 11",STL,Home,LAD,W,11.0,7.0,9.0,8-5,1.0,Tied,Gallegos,Báez,None,3:12,D,1.07,5,,2019
14,"Saturday, Apr 13",STL,@,CIN,L,2.0,5.0,9.0,8-6,2.0,1.5,Hughes,Wainwright,Iglesias,3:08,N,1.19,-1,,2019
15,"Sunday, Apr 14",STL,@,CIN,W,9.0,5.0,9.0,9-6,2.0,0.5,Gant,Garrett,Hicks,3:19,D,1.19,1,,2019
16,"Monday, Apr 15",STL,@,MIL,L,7.0,10.0,9.0,9-7,2.0,1.5,Guerra,Mayers,None,3:51,N,1.31,-1,,2019
17,"Tuesday, Apr 16",STL,@,MIL,L,4.0,8.0,9.0,9-8,3.0,2.5,Woodruff,Flaherty,None,3:13,N,1.27,-2,,2019
18,"Wednesday, Apr 17",STL,@,MIL,W,6.0,3.0,9.0,10-8,3.0,1.5,Wacha,Burnes,Hicks,2:55,D,1.24,1,,2019
19,"Friday, Apr 19",STL,Home,NYM,L,4.0,5.0,9.0,10-9,3.0,2.0,Lugo,Wainwright,Díaz,3:31,N,1.09,-1,,2019
20,"Saturday, Apr 20",STL,Home,NYM,W,10.0,2.0,9.0,11-9,3.0,2.0,Mikolas,Flexen,None,2:45,D,.98,1,,2019
21,"Sunday, Apr 21",STL,Home,NYM,W,6.0,4.0,9.0,12-9,2.0,1.0,Hudson,Syndergaard,Hicks,3:07,D,1.05,2,,2019
22,"Monday, Apr 22",STL,Home,MIL,W,13.0,5.0,9.0,13-9,1.0,Tied,Flaherty,Houser,None,3:12,N,1.28,3,,2019
23,"Tuesday, Apr 23",STL,Home,MIL,W,4.0,3.0,9.0,14-9,1.0,up 1.0,Miller,Wilson,Hicks,3:00,N,1.33,4,,2019
24,"Wednesday, Apr 24",STL,Home,MIL,W,5.0,2.0,9.0,15-9,1.0,up 2.0,Wainwright,Chacín,Hicks,2:51,D,1.35,5,,2019
25,"Friday, Apr 26",STL,Home,CIN,L,1.0,12.0,9.0,15-10,1.0,up 2.0,DeSclafani,Mikolas,None,2:55,N,1.33,-1,,2019
26,"Saturday, Apr 27",STL,Home,CIN,W,6.0,3.0,9.0,16-10,1.0,up 2.0,Hudson,Mahle,Hicks,2:32,D,1.33,1,,2019
27,"Sunday, Apr 28",STL,Home,CIN,W,5.0,2.0,9.0,17-10,1.0,up 2.5,Flaherty,Gray,Gant,2:53,D,1.33,2,,2019
28,"Monday, Apr 29",STL,@,WSN,W,6.0,3.0,9.0,18-10,1.0,up 3.0,Wacha,Corbin,Hicks,3:05,N,1.27,3,,2019
29,"Tuesday, Apr 30",STL,@,WSN,W,3.0,2.0,9.0,19-10,1.0,up 3.0,Wainwright,Sánchez,Miller,3:09,N,1.25,4,,2019
30,"Wednesday, May 1",STL,@,WSN,W,5.0,1.0,9.0,20-10,1.0,up 3.0,Mikolas,Scherzer,None,3:02,N,1.28,5,,2019
31,"Thursday, May 2",STL,@,WSN,L,1.0,2.0,9.0,20-11,1.0,up 2.5,Strasburg,Hudson,Doolittle,3:00,N,1.28,-1,,2019
32,"Friday, May 3",STL,@,CHC,L,0.0,4.0,9.0,20-12,1.0,up 1.5,Hendricks,Flaherty,None,2:28,D,1.51,-2,,2019
33,"Saturday, May 4",STL,@,CHC,L,5.0,6.0,9.0,20-13,1.0,up 0.5,Kintzler,Brebbia,Strop,3:03,D,1.52,-3,,2019
34,"Sunday, May 5",STL,@,CHC,L,5.0,13.0,9.0,20-14,2.0,0.5,Quintana,Wainwright,None,3:21,N,1.50,-4,,2019
35,"Monday, May 6",STL,Home,PHI,W,6.0,0.0,9.0,21-14,1.0,up 0.5,Mikolas,Velasquez,None,2:52,N,1.19,1,,2019
36,"Tuesday, May 7",STL,Home,PHI,L,1.0,11.0,9.0,21-15,2.0,0.5,Nola,Hudson,None,3:04,N,1.26,-1,,2019
37,"Wednesday, May 8",STL,Home,PHI,L,0.0,5.0,9.0,21-16,3.0,1.5,Eickhoff,Flaherty,None,2:41,D,1.23,-2,,2019
38,"Thursday, May 9",STL,Home,PIT,W,17.0,4.0,9.0,22-16,3.0,1.5,Wacha,Musgrove,None,3:30,N,1.28,1,,2019
39,"Friday, May 10",STL,Home,PIT,L,1.0,2.0,9.0,22-17,3.0,1.5,Williams,Miller,Vazquez,2:54,N,1.30,-1,,2019
40,"Saturday, May 11",STL,Home,PIT,L,1.0,2.0,9.0,22-18,3.0,2.5,Lyles,Mikolas,Vazquez,2:42,D,1.30,-2,,2019
41,"Sunday, May 12",STL,Home,PIT,L,6.0,10.0,9.0,22-19,3.0,3.5,Stratton,Brebbia,None,3:29,D,1.20,-3,,2019
42,"Tuesday, May 14",STL,@,ATL,W,14.0,3.0,9.0,23-19,3.0,3.5,Flaherty,Foltynewicz,None,3:00,N,1.07,1,,2019
43,"Wednesday, May 15",STL,@,ATL,L,0.0,4.0,9.0,23-20,3.0,3.5,Soroka,Wacha,Jackson,2:40,N,1.08,-1,,2019
44,"Thursday, May 16",STL,@,ATL,L,2.0,10.0,9.0,23-21,3.0,3.5,Teheran,Wainwright,None,3:16,N,1.02,-2,,2019
45,"Friday, May 17",STL,@,TEX,L,3.0,7.0,9.0,23-22,4.0,4.5,Sampson,Mikolas,None,2:59,N,.98,-3,,2019
46,"Saturday, May 18",STL,@,TEX,W,8.0,2.0,9.0,24-22,4.0,3.5,Hudson,Jurado,None,3:14,N,.94,1,,2019
47,"Sunday, May 19",STL,@,TEX,L-wo,4.0,5.0,10.0,24-23,4.0,4.5,Gómez,Hicks,None,3:41,D,.99,-1,,2019
48,"Wednesday, May 22 (1)",STL,Home,KCR,L,2.0,8.0,9.0,24-24,4.0,5.0,Keller,Wacha,None,2:44,D,.93,-2,2019-05-21 (Rain),2019
49,"Wednesday, May 22 (2)",STL,Home,KCR,W,10.0,3.0,9.0,25-24,4.0,5.0,Wainwright,Bailey,None,3:30,N,.85,1,,2019
50,"Friday, May 24",STL,Home,ATL,L,2.0,5.0,9.0,25-25,4.0,4.5,Foltynewicz,Mikolas,None,2:44,N,.97,-1,,2019
51,"Saturday, May 25",STL,Home,ATL,W,6.0,3.0,9.0,26-25,3.0,4.5,Miller,Winkler,Hicks,2:40,N,.94,1,,2019
52,"Sunday, May 26",STL,Home,ATL,L,3.0,4.0,10.0,26-26,3.0,4.5,Webb,Webb,Jackson,4:07,N,.99,-1,,2019
53,"Tuesday, May 28",STL,@,PHI,L,3.0,4.0,9.0,26-27,3.0,4.0,Pivetta,Wainwright,Neris,2:28,N,.95,-2,,2019
54,"Wednesday, May 29",STL,@,PHI,L,4.0,11.0,9.0,26-28,4.0,5.0,Nola,Cabrera,None,3:01,N,.89,-3,,2019
55,"Thursday, May 30",STL,@,PHI,W,5.0,3.0,9.0,27-28,3.0,4.5,Hudson,Eickhoff,Hicks,3:01,D,.83,1,,2019
56,"Friday, May 31",STL,Home,CHC,W-wo,2.0,1.0,10.0,28-28,3.0,3.5,Hicks,Montgomery,None,3:24,N,1.07,2,,2019
57,"Saturday, Jun 1",STL,Home,CHC,W,7.0,4.0,9.0,29-28,3.0,3.0,Gant,Chatwood,Martínez,3:04,N,1.14,3,,2019
58,"Sunday, Jun 2",STL,Home,CHC,W,2.0,1.0,9.0,30-28,3.0,3.0,Wainwright,Hamels,Gant,2:38,D,1.20,4,,2019
